name annotation description region distance subregion insideDistance exonnumber nexons UTR strand geneL codingL Geneid subjectHits CpG pval p.adjusted
LOC100131257 NR_034022 downstream downstream 143019 NA NA NA 1 NA - 21016 NA 100131257 614 cg04453511 4.8154627458888517e-4 0.9999910461654503
RUNX1T1 "NM_001198625 NM_001198626 NM_001198627 NM_001198628 NM_001198629 NM_001198630 NM_001198631 NM_001198632 NM_001198633 NM_001198634 NM_001198679 NM_004349 NM_175634 NM_175635 NM_175636 NP_001185554 NP_001185555 NP_001185556 NP_001185557 NP_001185558 NP_001185559 NP_001185560 NP_001185561 NP_001185562 NP_001185563 NP_001185608 NP_004340 NP_783552 NP_783553 NP_783554 XM_006716676 XM_011517351 XM_011517352 XM_011517353 XM_017013930 XM_017013932 XM_017013933 XM_017013934 XM_017013935 XM_017013936 XM_017013937 XM_017013938 XM_017013939 XM_017013940 XM_017013941 XM_024447317 XM_024447318 XP_006716739 XP_011515653 XP_011515654 XP_011515655 XP_016869419 XP_016869421 XP_016869422 XP_016869423 XP_016869424 XP_016869425 XP_016869426 XP_016869427 XP_016869428 XP_016869429 XP_016869430 XP_024303085 XP_024303086 XR_928359" upstream upstream 41127 NA NA NA 12 NA - 148259 NA 862 67276 cg20603668 4.838990107738378e-4 0.9999910461654503
ACR "NM_001097 NP_001088" "inside exon" inside 1093 "inside exon" 0 2 5 "inside transcription region" + 7075 NA 49 37895 cg15272228 4.8619568126650776e-4 0.9999910461654503
NUP88 "NM_001320653 NM_002532 NP_001307582 NP_002523 XM_011523893 XM_017024694 XP_011522195 XP_016880183" "inside exon" inside 5694 "inside exon" -0 3 11 "inside transcription region" - 31222 NA 4927 37998 cg04713170 4.866415721818561e-4 0.9999910461654503
TBC1D21 "NM_001286434 NM_153356 NP_001273363 NP_699187 XM_006720409 XM_006720410 XM_006720411 XM_011521281 XM_011521282 XM_011521283 XM_011521284 XM_024449856 XM_024449857 XP_006720472 XP_006720473 XP_006720474 XP_011519583 XP_011519584 XP_011519585 XP_011519586 XP_024305624 XP_024305625" downstream downstream 18675 NA NA NA 10 NA + 15588 NA 161514 14257 cg25461289 4.878872374469926e-4 0.9999910461654503
BCOR "NM_001123383 NM_001123384 NM_001123385 NM_001130139 NM_017745 NM_020926 NP_001116855 NP_001116856 NP_001116857 NP_060215 XM_005272616 XM_005272618 XM_005272619 XM_005272620 XM_006724536 XM_011543929 XM_011543930 XM_011543931 XM_017029615 XM_017029616 XP_005272673 XP_005272675 XP_005272676 XP_005272677 XP_006724599 XP_011542231 XP_011542232 XP_011542233 XP_016885104 XP_016885105" "inside intron" inside 17597 "inside intron" -1894 2 4 "5' UTR" - 25543 NA 54880 43179 cg13307200 4.940811616843102e-4 0.9999910461654503
ZNF268 "NM_001165881 NM_001165882 NM_001165883 NM_001165884 NM_001165885 NM_001165886 NM_001165887 NM_003415 NM_152943 NP_001159353 NP_001159354 NP_001159355 NP_001159356 NP_001159357 NP_001159358 NP_001159359 NP_003406 NP_694422" "inside intron" inside 50228 "inside intron" 1085 6 11 "5' UTR" + 73672 NA 10795 5987 cg19316489 4.940928584318754e-4 0.9999910461654503
AMPD2 "NM_001257360 NM_001257361 NM_001308170 NM_001368809 NM_004037 NM_139156 NM_203404 NP_001244289 NP_001244290 NP_001295099 NP_001355738 NP_004028 NP_631895 XM_024446431 XM_024446432 XP_024302199 XP_024302200 XR_002956282" "inside exon" inside 2387 "inside exon" 0 4 4 3'UTR + 2728 NA 271 25057 cg21130341 4.953211434493786e-4 0.9999910461654503
LINC00550 NR_038878 downstream downstream 624118 NA NA NA 3 NA - 24040 NA 338862 30248 cg19548277 4.970498003817508e-4 0.9999910461654503
CYFIP2 "NM_001037332 NM_001037333 NM_001291721 NM_001291722 NM_014376 NP_001032410 NP_001278650 NP_001278651 NP_055191 XM_011534516 XM_017009341 XM_017009342 XP_011532818 XP_016864830 XP_016864831 XR_001742052" "inside intron" inside 49935 "inside intron" -5450 16 24 "inside transcription region" + 98925 NA 26999 24840 cg27317416 5.01591385869329e-4 0.9999910461654503
SLC45A4 "NM_001080431 NM_001286646 NM_001286648 NP_001073900 NP_001273575 NP_001273577 XM_011517169 XM_011517170 XM_011517171 XM_011517172 XM_011517173 XM_011517174 XM_011517176 XM_011517177 XM_011517178 XM_011517179 XM_017013648 XM_017013649 XM_017013650 XP_011515471 XP_011515472 XP_011515473 XP_011515474 XP_011515475 XP_011515476 XP_011515478 XP_011515479 XP_011515480 XP_011515481 XP_016869137 XP_016869138 XP_016869139" upstream upstream 41415 NA NA NA 8 NA - 43355 NA 57210 48169 cg20216313 5.064336225556824e-4 0.9999910461654503
TOMM7 "NM_019059 NP_061932" downstream downstream 14897 NA NA NA 3 NA - 10220 NA 54543 42429 cg03740682 5.105340495890272e-4 0.9999910461654503
ABCC1 "NM_004996 NM_019862 NM_019898 NM_019899 NM_019900 NM_019901 NM_019902 NP_004987 XM_011522497 XM_011522498 XM_017023237 XM_017023238 XM_017023239 XM_017023240 XM_017023241 XM_017023242 XM_017023243 XP_011520799 XP_011520800 XP_016878726 XP_016878727 XP_016878728 XP_016878729 XP_016878730 XP_016878731 XP_016878732" "inside intron" inside 41045 "inside intron" 17188 2 31 "inside transcription region" + 193496 NA 4363 35970 cg24681442 5.109148785540368e-4 0.9999910461654503
NA NA "inside intron" inside 358771 "inside intron" 40935 4 4 "inside transcription region" + 400190 NA 619343 51236 cg03967266 5.160179824790979e-4 0.9999910461654503
GCNT7 "NM_080615 NP_542182 NR_160308" "inside intron" inside 2117 "inside intron" 1974 1 8 "5' UTR" - 34433 NA 140687 11479 cg00737992 5.244785728362092e-4 0.9999910461654503
USP21 "NM_001014443 NM_001319847 NM_001319848 NM_012475 NP_001014443 NP_001306776 NP_001306777 NP_036607 XM_017001036 XM_017001037 XM_017001038 XM_017001039 XM_017001040 XM_017001041 XM_024446413 XP_016856525 XP_016856526 XP_016856527 XP_016856528 XP_016856529 XP_016856530 XP_024302181 XR_002956279 XR_002956280" promoter promoter 264 NA NA NA 13 NA + 6262 NA 27005 24868 cg08535938 5.285468791603321e-4 0.9999910461654503
FAS "NM_000043 NM_001320619 NM_152871 NM_152872 NM_152873 NM_152874 NM_152875 NM_152876 NM_152877 NP_000034 NP_001307548 NP_690610 NP_690611 NR_028033 NR_028034 NR_028035 NR_028036 NR_135313 NR_135314 NR_135315 XM_006717819 XM_011539764 XM_011539765 XM_011539766 XM_011539767 XP_006717882 XP_011538066 XP_011538067 XP_011538068 XP_011538069 XR_945732 XR_945733" downstream downstream 44086 NA NA NA 9 NA + 24497 NA 355 31276 cg10540164 5.308549327072365e-4 0.9999910461654503
APPBP2 "NM_001282476 NM_006380 NP_001269405 NP_006371 XM_011524198 XP_011522500 XR_002957949" upstream upstream 34970 NA NA NA 12 NA - 83060 NA 10513 5082 cg04677840 5.318625688119617e-4 0.9999910461654503
PRSS3 "NM_001197097 NM_001197098 NM_002771 NM_007343 NP_001184026 NP_001184027 NP_002762 NP_031369 XM_011517965 XP_011516267" upstream upstream 31054 NA NA NA 5 NA + 48765 NA 5646 46970 cg18065904 5.324131560053569e-4 0.9999910461654503
STIP1 "NM_001282652 NM_001282653 NM_006819 NP_001269581 NP_001269582 NP_006810" "inside exon" inside 18037 "inside exon" 0 14 14 3'UTR + 18433 NA 10963 6488 cg06910673 5.36091277007249e-4 0.9999910461654503
SLC16A1 "NM_001166496 NM_003051 NP_001159968 NP_003042" downstream downstream 48788 NA NA NA 5 NA - 44505 NA 6566 54601 cg19743613 5.430799624052033e-4 0.9999910461654503
MEAK7 "NM_020947 NP_065998 XM_005256074 XM_005256075 XM_006721240 XM_011523248 XM_011523249 XM_017023510 XM_017023511 XM_017023512 XP_005256131 XP_005256132 XP_006721303 XP_011521550 XP_011521551 XP_016878999 XP_016879000 XP_016879001" "inside intron" inside 2375 "inside intron" 2293 1 9 "5' UTR" - 28322 NA 57707 49289 cg09132256 5.436299660427468e-4 0.9999910461654503
ATP8B4 "NM_024837 NP_079113 NR_073596 NR_073597 NR_073598 XM_011522046 XM_011522047 XM_011522048 XM_011522049 XM_011522051 XM_011522052 XM_011522053 XM_011522056 XM_011522058 XM_011522059 XM_011522060 XM_011522061 XM_011522062 XM_011522063 XM_011522069 XM_011522070 XM_017022587 XM_017022591 XM_017022592 XM_017022594 XM_017022595 XM_017022596 XM_024450065 XM_024450066 XM_024450067 XM_024450068 XM_024450069 XM_024450070 XP_011520348 XP_011520349 XP_011520350 XP_011520351 XP_011520353 XP_011520354 XP_011520355 XP_011520358 XP_011520360 XP_011520361 XP_011520362 XP_011520363 XP_011520364 XP_011520365 XP_011520371 XP_011520372 XP_016878076 XP_016878080 XP_016878081 XP_016878083 XP_016878084 XP_016878085 XP_024305833 XP_024305834 XP_024305835 XP_024305836 XP_024305837 XP_024305838 XR_002957685 XR_002957686 XR_002957687" "inside intron" inside 70824 "inside intron" -928 4 27 "inside transcription region" - 260984 NA 79895 61572 cg15595522 5.447794668332487e-4 0.9999910461654503
CCDC34 "NM_030771 NM_080654 NP_110398 NP_542385" downstream downstream 71870 NA NA NA 6 NA - 24734 NA 91057 69366 cg09948030 5.541678371152e-4 0.9999910461654503
KCTD5 "NM_018992 NP_061865" "inside intron" inside 5150 "inside intron" -4843 1 6 "inside transcription region" + 26536 NA 54442 42132 cg01927694 5.54365065671948e-4 0.9999910461654503
MIPEPP3 "NR_038939 NR_046461" upstream upstream 38290 NA NA NA 5 NA + 94797 NA 650794 54000 cg21094249 5.552455308650528e-4 0.9999910461654503
MEIS2 "NM_001220482 NM_002399 NM_020149 NM_170674 NM_170675 NM_170676 NM_170677 NM_172315 NM_172316 NP_001207411 NP_002390 NP_733774 NP_733775 NP_733776 NP_733777 NP_758526 NP_758527 NR_051953 XM_006720523 XM_006720524 XM_006720525 XM_006720526 XM_006720527 XM_006720529 XM_011521591 XM_017022205 XM_024449925 XM_024449926 XM_024449927 XM_024449928 XM_024449929 XP_006720586 XP_006720587 XP_006720588 XP_006720589 XP_006720590 XP_006720592 XP_011519893 XP_016877694 XP_024305693 XP_024305694 XP_024305695 XP_024305696 XP_024305697 XR_001751290 XR_002957640 XR_002957641" upstream upstream 389440 NA NA NA 13 NA - 210278 NA 4212 35292 cg10548669 5.584800746418674e-4 0.9999910461654503
KIAA1841 "NM_001129993 NM_001330432 NM_001330433 NM_001330434 NM_001330435 NM_001330436 NM_032506 NP_001123465 NP_001317361 NP_001317362 NP_001317363 NP_001317364 NP_001317365 NP_115895" "overlaps exon downstream" inside 51311 "overlaps exon downstream" 0 19 22 "inside transcription region" + 71806 NA 84542 65646 cg07129257 5.594485767668363e-4 0.9999910461654503
C12orf76 "NM_207435 NP_997318 NR_148514 NR_148515 NR_148516 NR_148517 XM_017019297 XP_016874786" "inside intron" inside 15132 "inside intron" 6287 2 4 "inside transcription region" - 24279 NA 400073 33814 cg08726598 5.630579262474092e-4 0.9999910461654503
ARL15 "NM_019087 NP_061960 XM_011543498 XM_011543499 XM_011543500 XM_017009598 XP_011541800 XP_011541801 XP_011541802 XP_016865087" "inside intron" inside 243865 "inside intron" 46493 4 5 "inside transcription region" - 425789 NA 54622 42555 cg15487208 5.660691154300574e-4 0.9999910461654503
MEMO1 "NM_001137602 NM_001301833 NM_001301852 NM_001371912 NM_001371913 NM_001371914 NM_001371915 NM_001371916 NM_001371917 NM_001371918 NM_001371920 NM_001371921 NM_015955 NP_001131074 NP_001288762 NP_001288781 NP_001358841 NP_001358842 NP_001358843 NP_001358844 NP_001358845 NP_001358846 NP_001358847 NP_001358849 NP_001358850 NP_057039 NR_126032 NR_126034 NR_163995 NR_163996 NR_163997 NR_163998 XM_011532896 XP_011531198" downstream downstream 200466 NA NA NA 9 NA - 155983 NA 51072 39070 cg02367470 5.729285647300836e-4 0.9999910461654503
ITPR2 "NM_002223 NP_002214 XM_017019266 XM_017019267 XM_017019269 XP_016874755 XP_016874756 XP_016874758 XR_001748686 XR_001748687" "inside intron" inside 203736 "inside intron" -1294 23 57 "inside transcription region" - 497846 NA 3709 31815 cg23341970 5.739387864685654e-4 0.9999910461654503
MNT "NM_020310 NP_064706 XM_011523868 XM_011523869 XM_017024654 XM_024450758 XM_024450759 XP_011522170 XP_011522171 XP_016880143 XP_024306526 XP_024306527" "inside intron" inside 2109 "inside intron" 1784 1 6 "inside transcription region" - 16904 NA 4335 35769 cg12685560 5.754116045499082e-4 0.9999910461654503
CCDC112 "NM_001040440 NM_152549 NP_001035530 NP_689762 XM_005271908 XP_005271965 XR_001742018" upstream upstream 63888 NA NA NA 9 NA - 29573 NA 153733 13502 cg05840756 5.772174694066281e-4 0.9999910461654503
ZNF28 "NM_001369761 NM_001369762 NM_001369763 NM_001369764 NM_001369765 NM_001369766 NM_001369767 NM_001369768 NM_006969 NP_001356690 NP_001356691 NP_001356692 NP_001356693 NP_001356694 NP_001356695 NP_001356696 NP_001356697 NP_008900 NR_163139 XM_011527262 XM_024451686 XM_024451688 XP_011525564 XP_024307454 XP_024307456" "inside intron" inside 14250 "inside intron" -5711 3 3 "5' UTR" - 24261 NA 7576 58847 cg26431505 5.808949592070954e-4 0.9999910461654503
PDZRN4 "NM_001164595 NM_013377 NP_001158067 NP_037509" downstream downstream 254380 NA NA NA 6 NA + 65039 NA 29951 28374 cg19039769 5.823732224321371e-4 0.9999910461654503
TNR "NM_001328635 NM_003285 NP_001315564 NP_003276 XM_011509949 XM_017002218 XM_017002219 XP_011508251 XP_016857707 XP_016857708" upstream upstream 65182 NA NA NA 6 NA - 349836 NA 7143 56879 cg02907132 5.862894604830357e-4 0.9999910461654503
RERE "NM_001042681 NM_001042682 NM_012102 NP_001036146 NP_001036147 NP_036234" "inside intron" inside 140021 "inside intron" -19783 7 12 "inside transcription region" - 165672 NA 473 37258 cg21381136 5.878012670503882e-4 0.9999910461654503
PANX1 "NM_015368 NP_056183 XM_011542734 XM_017017464 XP_011541036 XP_016872953" "inside intron" inside 5898 "inside intron" -5332 1 5 "inside transcription region" + 53043 NA 24145 21780 cg01481116 5.937827302952592e-4 0.9999910461654503
SPRY2 "NM_001318536 NM_001318537 NM_001318538 NM_005842 NP_001305465 NP_001305466 NP_001305467 NP_005833" upstream upstream 1534432 NA NA NA 2 NA - 4974 NA 10253 4190 cg08766645 5.955938906761315e-4 0.9999910461654503
ANKRD20A9P "NR_027995 NR_138091" upstream upstream 49021 NA NA NA 1 NA - 37566 NA 284232 26466 cg15165720 5.965522088349251e-4 0.9999910461654503
CHFR "NM_001161344 NM_001161345 NM_001161346 NM_001161347 NM_018223 NP_001154816 NP_001154817 NP_001154818 NP_001154819 NP_060693" "inside intron" inside 39227 "inside intron" -230 12 16 "inside transcription region" - 47266 NA 55743 45792 cg17984508 5.981299681196055e-4 0.9999910461654503
KCTD8 "NM_198353 NP_938167 XM_011513690 XP_011511992" downstream downstream 549735 NA NA NA 2 NA - 274904 NA 386617 32617 cg05899741 6.036877744510684e-4 0.9999910461654503
MIR526A2 NR_030208 promoter promoter 220 NA NA NA 1 NA + 64 NA 574486 48498 cg19318722 6.059853533912406e-4 0.9999910461654503
PRKCB "NM_002738 NM_212535 NP_002729 NP_997700" "inside intron" inside 265358 "inside intron" -7039 7 17 "inside transcription region" + 384632 NA 5579 46005 cg06485596 6.096279157045516e-4 0.9999910461654503
MARCHF7 "NM_001282805 NM_001282806 NM_001282807 NM_022826 NP_001269734 NP_001269735 NP_001269736 NP_073737 XM_005246773 XM_005246774 XM_017004718 XM_017004719 XM_017004720 XM_017004721 XP_005246830 XP_005246831 XP_016860207 XP_016860208 XP_016860209 XP_016860210 XR_001738901 XR_001738902 XR_427106 XR_922987" "inside intron" inside 4833 "inside intron" 4288 2 9 "inside transcription region" + 34639 NA 64844 53638 cg03868679 6.101694800203427e-4 0.9999910461654503
RBM43 "NM_198557 NP_940959" downstream downstream 75647 NA NA NA 4 NA - 13661 NA 375287 32129 cg00845521 6.145074564284135e-4 0.9999910461654503
CDK5R2 "NM_003936 NP_003927" upstream upstream 28690 NA NA NA 1 NA + 2527 NA 8941 68388 cg00322687 6.190079112021308e-4 0.9999910461654503
ZNF211 "NM_001265597 NM_001265598 NM_001265599 NM_001265600 NM_001290231 NM_001322306 NM_006385 NM_198855 NP_001252526 NP_001252527 NP_001252528 NP_001252529 NP_001309235 NP_006376 NP_942152 NR_049752 NR_049753 NR_049754" "inside intron" inside 2543 "inside intron" -954 2 4 "inside transcription region" + 9612 NA 10520 5113 cg25477163 6.246566655056784e-4 0.9999910461654503
UBAC2 "NM_001144072 NM_177967 NP_001137544 NP_808882 NR_026644 XM_006719948 XM_011521082 XM_011521083 XM_017020553 XP_006720011 XP_011519384 XP_011519385 XP_016876042" "inside intron" inside 70827 "inside intron" 6439 7 7 "inside transcription region" + 78543 NA 337867 30126 cg02249099 6.259714942300764e-4 0.9999910461654503
RIOK3 "NM_001348193 NM_003831 NM_145906 NP_001335122 NP_003822 NR_145477 XM_011526242 XM_011526243 XP_011524544 XP_011524545 XR_002958189" downstream downstream 18821 NA NA NA 8 NA + 17002 NA 8780 67782 cg27202196 6.274190402280642e-4 0.9999910461654503
SPTA1 "NM_003126 NP_003117 XM_011509916 XM_011509917 XM_011509918 XM_011509919 XP_011508218 XP_011508219 XP_011508220 XP_011508221 XR_921911 XR_921912" "inside intron" inside 74650 "inside intron" -671 52 52 "inside transcription region" - 76010 NA 6708 55180 cg21531080 6.275564442126316e-4 0.9999910461654503
ZNF705A "NM_001004328 NP_001004328 XM_024448980 XM_024448981 XP_024304748 XP_024304749" "inside exon" inside 6829 "inside exon" 0 5 5 3'UTR + 7492 NA 440077 36041 cg05853266 6.282569030442148e-4 0.9999910461654503
MPC1 "NM_001270879 NM_016098 NP_001257808 NP_057182 NR_073093 XM_011535895 XM_024446456 XP_011534197 XP_024302224" promoter promoter 916 NA NA NA 2 NA - 14176 NA 51660 40645 cg10877458 6.296629227792892e-4 0.9999910461654503
KIF9 "NM_001134878 NM_022342 NM_182902 NM_182903 NP_001128350 NP_071737 NP_878905 XM_005265388 XM_005265389 XM_006713291 XM_011534003 XM_011534004 XM_011534005 XM_011534006 XM_011534007 XM_017007029 XM_017007030 XM_017007031 XP_005265445 XP_005265446 XP_006713354 XP_011532305 XP_011532306 XP_011532307 XP_011532308 XP_011532309 XP_016862518 XP_016862519 XP_016862520 XR_002959567 XR_940488 XR_940489" "inside exon" inside 319 "inside exon" -0 1 3 "inside transcription region" - 7619 NA 64147 52323 cg18507615 6.298554601563338e-4 0.9999910461654503
INPP5A "NM_001321042 NM_005539 NP_001307971 NP_005530 XM_017016204 XM_017016205 XP_016871693 XP_016871694 XR_001747104 XR_945735" "inside intron" inside 157580 "inside intron" 272 9 13 "inside transcription region" + 175565 NA 3632 31555 cg27297192 6.316189954392468e-4 0.9999910461654503
NUDCD3 "NM_015332 NP_056147 XM_011515247 XM_017011908 XM_017011909 XM_017011910 XP_011513549 XP_016867397 XP_016867398 XP_016867399" "inside intron" inside 54540 "inside intron" -8537 3 6 "inside transcription region" - 108420 NA 23386 20800 cg12512012 6.367994897451014e-4 0.9999910461654503
CEP104 "NM_014704 NP_055519 XM_005244815 XM_011542474 XM_017002918 XM_017002919 XM_024451101 XM_024451102 XM_024451103 XM_024451104 XM_024451106 XM_024451108 XP_005244872 XP_011540776 XP_016858407 XP_016858408 XP_024306869 XP_024306870 XP_024306871 XP_024306872 XP_024306874 XP_024306876" downstream downstream 50665 NA NA NA 22 NA - 45152 NA 9731 72393 cg00933249 6.373412418630334e-4 0.9999910461654503
BHLHE23 "NM_080606 NP_542173" "inside exon" inside 1022 "inside exon" -0 1 1 3'UTR - 1056 NA 128408 10169 cg06228507 6.425801778091491e-4 0.9999910461654503
TGFBR1 "NM_001130916 NM_001306210 NM_004612 NP_001124388 NP_001293139 NP_004603 XM_011518948 XM_011518949 XM_011518950 XM_017015063 XM_024447658 XP_011517250 XP_011517251 XP_011517252 XP_016870552 XP_024303426" downstream downstream 31238 NA NA NA 9 NA + 26275 NA 7046 56535 cg12336591 6.445115757970148e-4 0.9999910461654503
TCP10L "NM_018277 NM_144659 NP_653260" downstream downstream 18646 NA NA NA 5 NA - 10694 NA 140290 11394 cg07180182 6.474513011425873e-4 0.9999910461654503
BUD13 "NM_001159736 NM_032725 NP_001153208 NP_116114 XM_011543035 XP_011541337" downstream downstream 359408 NA NA NA 10 NA - 24828 NA 84811 66101 cg09534099 6.511617503235277e-4 0.9999910461654503
TRIOBP "NM_001039141 NM_007032 NM_138632 NP_001034230 NP_008963 NP_619538" "inside intron" inside 43850 "inside intron" -405 9 22 "inside transcription region" + 78968 NA 11078 6860 cg06692153 6.521535326411543e-4 0.9999910461654503
GTF2IRD1 "NM_001199207 NM_005685 NM_016328 NP_001186136 NP_005676 NP_057412 XM_006716182 XM_006716183 XM_011516713 XM_017012802 XM_017012803 XM_017012804 XM_017012805 XP_006716245 XP_006716246 XP_011515015 XP_016868291 XP_016868292 XP_016868293 XP_016868294" "inside intron" inside 39550 "inside intron" 196 16 26 "inside transcription region" + 96596 NA 9569 71712 cg13370681 6.5266520209521e-4 0.9999910461654503
ADAM6 NR_002224 "inside exon" inside 1589 "inside exon" -0 2 2 "inside transcription region" - 2539 NA 8755 67722 cg11065694 6.533971604661327e-4 0.9999910461654503
MIR548I1 NR_031687 downstream downstream 46862 NA NA NA 1 NA - 148 NA 100302204 1336 cg23076826 6.566866242552473e-4 0.9999910461654503
EVA1C "NM_001286556 NM_001320744 NM_001320745 NM_058187 NP_001273485 NP_001307673 NP_001307674 NP_478067 NR_104472 NR_135467 XM_005261019 XM_006724038 XM_011529669 XM_017028418 XM_017028419 XM_017028420 XM_017028421 XM_017028422 XM_017028423 XM_024452125 XM_024452126 XP_005261076 XP_006724101 XP_011527971 XP_016883907 XP_016883908 XP_016883909 XP_016883910 XP_016883911 XP_016883912 XP_024307893 XP_024307894 XR_001754885" "inside intron" inside 47117 "inside intron" 2109 5 7 "inside transcription region" + 63204 NA 59271 50284 cg23375379 6.572831747806643e-4 0.9999910461654503
CD80 "NM_005191 NP_005182" "inside exon" inside 34543 "inside exon" -0 7 7 3'UTR - 35341 NA 941 71110 cg21139795 6.574123918621496e-4 0.9999910461654503
RASA3 "NM_001320821 NM_001320822 NM_007368 NP_001307750 NP_001307751 NP_031394 XM_011534841 XM_011534842 XM_017020438 XM_017020439 XP_011533143 XP_011533144 XP_016875927 XP_016875928" upstream upstream 35402 NA NA NA 11 NA - 115382 NA 22821 18676 cg12697393 6.598089101242325e-4 0.9999910461654503
LINC00271 "NR_026805 NR_152842 NR_152843 NR_152844 NR_152845" "inside intron" inside 413 "inside intron" -213 1 5 "inside transcription region" + 218254 NA 100131814 651 cg06183947 6.628967932130436e-4 0.9999910461654503
MIR570 NR_030296 downstream downstream 9882 NA NA NA 1 NA + 96 NA 693155 56141 cg27349302 6.644050030713062e-4 0.9999910461654503
EDC3 "NM_001142443 NM_001142444 NM_001351378 NM_001351379 NM_025083 NP_001135915 NP_001135916 NP_001338307 NP_001338308 NP_079359 XM_011522092 XM_024450077 XM_024450078 XM_024450079 XP_011520394 XP_024305845 XP_024305846 XP_024305847" "inside intron" inside 512 "inside intron" 346 1 8 "5' UTR" - 65487 NA 80153 62188 cg24741299 6.664123273134044e-4 0.9999910461654503
SPIRE2 "NM_032451 NP_115827" promoter promoter 594 NA NA NA 13 NA + 42820 NA 84501 65545 cg21285383 6.664476162959537e-4 0.9999910461654503
ZNF587 "NM_001204817 NM_032828 NP_001191746 NP_116217" "inside exon" inside 139 "inside exon" 0 1 5 "inside transcription region" + 32856 NA 84914 66361 cg08108713 6.670585910573915e-4 0.9999910461654503
DHRS9 "NM_001142270 NM_001142271 NM_001289763 NM_005771 NM_199204 NP_001135742 NP_001135743 NP_001276692 NP_954674 XM_011510475 XP_011508777" "inside intron" inside 7671 "inside intron" 1271 3 6 "5' UTR" + 23592 NA 10170 3916 cg14194187 6.671406993999829e-4 0.9999910461654503
GTF2B "NM_001514 NP_001505 XM_011541299 XP_011539601 XR_001737129" promoter promoter 1084 NA NA NA 3 NA - 31478 NA 2959 27982 cg23221681 6.672776813117339e-4 0.9999910461654503
GH2 "NM_002059 NM_022556 NM_022557 NM_022558 NP_002050 NP_072050 NP_072051 NP_072052" promoter promoter 114 NA NA NA 5 NA - 1730 NA 2689 24750 cg02856727 6.708493689431129e-4 0.9999910461654503
TRDMT1 "NM_001321006 NM_001321007 NM_001351219 NM_001351220 NM_001351221 NM_001351222 NM_001351223 NM_004412 NM_176081 NM_176083 NM_176084 NM_176085 NM_176086 NP_001307935 NP_001307936 NP_001338148 NP_001338149 NP_001338150 NP_001338151 NP_001338152 NP_004403 XM_005252374 XM_005252375 XM_005252378 XM_011519343 XM_011519344 XM_011519345 XM_017015801 XM_017015802 XM_017015803 XM_017015804 XM_017015806 XM_017015809 XM_017015810 XM_017015812 XM_024447855 XM_024447856 XM_024447857 XM_024447858 XP_005252431 XP_005252432 XP_005252435 XP_011517645 XP_011517646 XP_011517647 XP_016871290 XP_016871291 XP_016871292 XP_016871293 XP_016871295 XP_016871298 XP_016871299 XP_016871301 XP_024303623 XP_024303624 XP_024303625 XP_024303626" promoter promoter 306 NA NA NA 5 NA - 49136 NA 1787 15611 cg17897505 6.735645157608965e-4 0.9999910461654503
ZCRB1 "NM_033114 NP_149105 XM_017020124 XP_016875613" downstream downstream 39179 NA NA NA 8 NA - 14044 NA 85437 66929 cg23064501 6.76179443213749e-4 0.9999910461654503
BAD "NM_004322 NM_032989 NP_004313 NP_116784" "inside intron" inside 827 "inside intron" 304 2 3 "inside transcription region" - 8082 NA 572 48153 cg22753417 6.786671564156712e-4 0.9999910461654503
ZFX "NM_001178084 NM_001178085 NM_001178086 NM_001178095 NM_001330327 NM_003410 NP_001171555 NP_001171556 NP_001171557 NP_001171566 NP_001317256 NP_003401 XM_005274591 XM_005274592 XM_005274594 XM_006724513 XM_011545579 XM_011545581 XM_011545583 XM_017029788 XM_017029789 XM_017029790 XM_017029791 XM_017029792 XM_017029793 XM_017029794 XM_017029795 XM_017029796 XM_017029797 XM_017029798 XM_017029799 XM_017029800 XM_017029801 XM_024452440 XP_005274648 XP_005274649 XP_005274651 XP_006724576 XP_011543881 XP_011543883 XP_011543885 XP_016885277 XP_016885278 XP_016885279 XP_016885280 XP_016885281 XP_016885282 XP_016885283 XP_016885284 XP_016885285 XP_016885286 XP_016885287 XP_016885288 XP_016885289 XP_016885290 XP_024308208" "inside exon" inside 78 "inside exon" 0 1 8 "5' UTR" + 66610 NA 7543 58752 cg07639739 6.792480251622205e-4 0.9999910461654503
